index,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,Year,Tm,Playoff
8,0.351,95,0.305,0.18,0.03,0.205,0.106,0.19699999999999998,0.402,0.294,0.71,0.264,0.568,0.168,2.5,0.02,53.4,0.31,0.66,0.47,2009,Colorado Rockies,Yes
9,0.334,93,0.294,0.156,0.028999999999999998,0.179,0.087,0.20199999999999999,0.41700000000000004,0.271,0.75,0.28300000000000003,0.5479999999999999,0.16899999999999998,-1.6,-0.03,-35.0,0.29,0.69,0.37,2009,Detroit Tigers,No
10,0.342,97,0.316,0.148,0.025,0.19399999999999998,0.09,0.19899999999999998,0.419,0.275,0.76,0.258,0.578,0.165,7.2,0.031,48.8,0.31,0.68,0.38,2009,Florida Marlins,No
11,0.324,88,0.293,0.14,0.024,0.16399999999999998,0.07400000000000001,0.165,0.46799999999999997,0.268,0.93,0.249,0.5760000000000001,0.175,-2.2,-0.002,-66.1,0.28,0.72,0.38,2009,Houston Astros,No
12,0.325,90,0.298,0.146,0.024,0.179,0.075,0.17600000000000002,0.456,0.282,0.87,0.22399999999999998,0.617,0.159,-8.9,-0.02,-79.1,0.3,0.75,0.38,2009,Kansas City Royals,No
13,0.354,110,0.322,0.156,0.027000000000000003,0.16699999999999998,0.087,0.172,0.43700000000000006,0.298,0.81,0.247,0.5870000000000001,0.166,11.8,0.098,118.2,0.35,0.7,0.48,2009,Los Angeles Angels of Anaheim,Yes
14,0.344,106,0.309,0.141,0.023,0.16699999999999998,0.095,0.2,0.447,0.266,0.86,0.23600000000000002,0.586,0.17800000000000002,4.7,0.038,70.0,0.31,0.71,0.44,2009,Los Angeles Dodgers,Yes
15,0.345,104,0.305,0.164,0.028999999999999998,0.196,0.09699999999999999,0.184,0.431,0.28800000000000003,0.79,0.264,0.5720000000000001,0.16399999999999998,8.2,0.035,75.2,0.31,0.65,0.34,2009,Milwaukee Brewers,No
16,0.345,104,0.306,0.155,0.027000000000000003,0.161,0.092,0.165,0.451,0.28600000000000003,0.86,0.23600000000000002,0.586,0.179,2.8,0.073,44.5,0.31,0.73,0.42,2009,Minnesota Twins,Yes
17,0.333,95,0.307,0.124,0.015,0.151,0.085,0.204,0.45799999999999996,0.239,0.9,0.248,0.5670000000000001,0.185,-4.1,-0.012,-37.0,0.3,0.73,0.4,2009,New York Mets,No
18,0.373,116,0.306,0.194,0.038,0.157,0.10300000000000001,0.203,0.43200000000000005,0.284,0.78,0.271,0.562,0.16699999999999998,12.6,0.068,127.0,0.31,0.8,0.41,2009,New York Yankees,Yes
19,0.329,92,0.298,0.135,0.022000000000000002,0.16699999999999998,0.084,0.201,0.414,0.285,0.72,0.239,0.573,0.188,-6.7,-0.035,-15.5,0.32,0.73,0.39,2009,Oakland Athletics,No
20,0.352,104,0.286,0.189,0.035,0.182,0.09300000000000001,0.19399999999999998,0.401,0.31,0.69,0.298,0.556,0.146,12.3,0.08800000000000001,100.0,0.32,0.81,0.39,2009,Philadelphia Phillies,Yes
21,0.321,85,0.296,0.135,0.021,0.18899999999999997,0.08199999999999999,0.17300000000000001,0.446,0.281,0.84,0.266,0.573,0.161,-8.3,-0.018000000000000002,-73.5,0.29,0.74,0.38,2009,Pittsburgh Pirates,No
22,0.319,94,0.284,0.138,0.023,0.191,0.095,0.185,0.426,0.27899999999999997,0.78,0.257,0.579,0.16399999999999998,-1.4,-0.008,-55.9,0.27,0.74,0.38,2009,San Diego Padres,No
23,0.319,90,0.293,0.144,0.026000000000000002,0.179,0.069,0.187,0.436,0.271,0.81,0.27899999999999997,0.574,0.147,-5.2,-0.033,-111.6,0.27,0.73,0.35,2009,Seattle Mariners,No
24,0.316,78,0.302,0.132,0.02,0.191,0.065,0.18899999999999997,0.44299999999999995,0.267,0.84,0.243,0.579,0.17800000000000002,-6.7,-0.07400000000000001,-66.6,0.31,0.74,0.38,2009,San Francisco Giants,No
25,0.336,98,0.296,0.152,0.026000000000000002,0.16899999999999998,0.086,0.192,0.441,0.268,0.83,0.265,0.583,0.152,3.0,0.013999999999999999,25.8,0.3,0.71,0.44,2009,St. Louis Cardinals,Yes
26,0.349,106,0.303,0.177,0.032,0.198,0.10300000000000001,0.21600000000000003,0.39899999999999997,0.29,0.68,0.28800000000000003,0.545,0.16699999999999998,2.3,0.006,40.1,0.31,0.76,0.38,2009,Tampa Bay Rays,No
27,0.342,94,0.296,0.185,0.037000000000000005,0.205,0.077,0.20199999999999999,0.39799999999999996,0.306,0.68,0.27,0.5579999999999999,0.17300000000000001,-0.2,0.006,2.6,0.32,0.81,0.35,2009,Texas Rangers,No
28,0.345,102,0.29,0.174,0.033,0.162,0.086,0.195,0.387,0.318,0.64,0.271,0.5820000000000001,0.147,-4.1,-0.022000000000000002,12.2,0.3,0.76,0.4,2009,Toronto Blue Jays,No
29,0.335,96,0.302,0.148,0.025,0.193,0.098,0.203,0.436,0.262,0.81,0.271,0.561,0.16699999999999998,-3.8,0.003,-9.0,0.28,0.65,0.39,2009,Washington Nationals,No
0,0.332,92,0.312,0.166,0.028999999999999998,0.247,0.095,0.193,0.406,0.309,0.7,0.27399999999999997,0.5670000000000001,0.158,-4.8,0.01,-7.1,0.29,0.68,0.34,2010,Arizona Diamondbacks,No
1,0.337,102,0.301,0.143,0.022000000000000002,0.182,0.10099999999999999,0.17,0.43700000000000006,0.298,0.81,0.276,0.541,0.183,5.5,0.052000000000000005,49.6,0.3,0.68,0.39,2010,Atlanta Braves,Yes
2,0.319,91,0.296,0.127,0.022000000000000002,0.17300000000000001,0.069,0.175,0.452,0.282,0.85,0.255,0.5710000000000001,0.174,-7.6,-0.013000000000000001,-102.8,0.26,0.69,0.36,2010,Baltimore Orioles,No
3,0.353,109,0.299,0.183,0.033,0.179,0.092,0.18600000000000003,0.39399999999999996,0.33,0.66,0.278,0.56,0.162,7.4,0.025,82.5,0.31,0.8,0.38,2010,Boston Red Sox,No
4,0.327,89,0.304,0.145,0.024,0.201,0.078,0.19,0.43700000000000006,0.293,0.81,0.249,0.575,0.17600000000000002,-9.5,-0.028999999999999998,-29.1,0.3,0.64,0.38,2010,Chicago Cubs,No
5,0.34,102,0.292,0.152,0.028999999999999998,0.151,0.076,0.175,0.446,0.275,0.85,0.273,0.5710000000000001,0.156,4.3,0.025,28.8,0.31,0.68,0.42,2010,Chicago White Sox,No
6,0.35,108,0.314,0.164,0.03,0.19399999999999998,0.083,0.201,0.41600000000000004,0.28300000000000003,0.75,0.262,0.5660000000000001,0.171,6.5,0.055,85.1,0.31,0.68,0.46,2010,Cincinnati Reds,Yes
7,0.32,97,0.293,0.13,0.021,0.192,0.08800000000000001,0.183,0.441,0.28600000000000003,0.82,0.292,0.545,0.163,-6.1,-0.009000000000000001,-48.0,0.28,0.73,0.36,2010,Cleveland Indians,No
8,0.341,90,0.31,0.162,0.027999999999999997,0.203,0.09300000000000001,0.21,0.41600000000000004,0.278,0.74,0.245,0.588,0.16699999999999998,-1.9,-0.001,22.8,0.31,0.7,0.45,2010,Colorado Rockies,No
9,0.339,103,0.311,0.147,0.024,0.182,0.087,0.215,0.428,0.26,0.78,0.26899999999999996,0.551,0.179,3.2,0.012,32.2,0.31,0.7,0.4,2010,Detroit Tigers,No
10,0.329,91,0.309,0.149,0.025,0.222,0.083,0.19699999999999998,0.442,0.263,0.83,0.264,0.5760000000000001,0.161,0.2,0.003,13.3,0.31,0.78,0.41,2010,Florida Marlins,No
11,0.305,79,0.285,0.115,0.018000000000000002,0.171,0.069,0.172,0.46399999999999997,0.26,0.92,0.249,0.583,0.168,-4.2,-0.018000000000000002,-86.2,0.3,0.74,0.4,2010,Houston Astros,No
12,0.331,99,0.305,0.126,0.02,0.146,0.076,0.188,0.43700000000000006,0.282,0.81,0.237,0.609,0.154,-5.7,-0.006,-38.9,0.28,0.7,0.35,2010,Kansas City Royals,No
13,0.319,94,0.281,0.142,0.026000000000000002,0.17600000000000002,0.077,0.16,0.449,0.303,0.86,0.242,0.596,0.161,-6.7,-0.023,-27.1,0.3,0.67,0.45,2010,Los Angeles Angels of Anaheim,No
14,0.321,92,0.299,0.127,0.02,0.193,0.087,0.193,0.44299999999999995,0.27,0.84,0.24100000000000002,0.5870000000000001,0.172,-6.6,-0.03,-22.9,0.3,0.65,0.44,2010,Los Angeles Dodgers,No
15,0.344,105,0.304,0.161,0.028999999999999998,0.193,0.087,0.20199999999999999,0.44,0.26,0.82,0.251,0.5720000000000001,0.177,3.3,0.006,46.8,0.29,0.76,0.36,2010,Milwaukee Brewers,No
16,0.342,109,0.306,0.148,0.023,0.155,0.08900000000000001,0.17600000000000002,0.45799999999999996,0.29,0.87,0.24,0.594,0.16699999999999998,8.2,0.08800000000000001,76.9,0.31,0.71,0.41,2010,Minnesota Twins,Yes
17,0.317,88,0.287,0.134,0.021,0.17800000000000002,0.08199999999999999,0.184,0.415,0.285,0.75,0.251,0.584,0.166,-9.1,-0.047,-43.0,0.29,0.75,0.42,2010,New York Mets,No
18,0.354,109,0.3,0.169,0.032,0.17800000000000002,0.10400000000000001,0.187,0.44299999999999995,0.287,0.82,0.26,0.578,0.161,9.1,0.071,130.2,0.32,0.77,0.38,2010,New York Yankees,Yes
19,0.326,94,0.297,0.122,0.018000000000000002,0.174,0.086,0.21,0.415,0.272,0.73,0.255,0.5770000000000001,0.16699999999999998,-6.4,-0.035,-40.9,0.29,0.8,0.44,2010,Oakland Athletics,No
20,0.339,98,0.292,0.153,0.026000000000000002,0.16899999999999998,0.08900000000000001,0.19699999999999998,0.441,0.278,0.81,0.28300000000000003,0.563,0.154,5.8,0.039,61.8,0.32,0.84,0.39,2010,Philadelphia Phillies,Yes
21,0.31,83,0.288,0.131,0.021,0.20199999999999999,0.078,0.16699999999999998,0.456,0.27899999999999997,0.88,0.265,0.5720000000000001,0.163,-10.9,-0.013999999999999999,-106.7,0.27,0.71,0.37,2010,Pittsburgh Pirates,No
22,0.313,92,0.29,0.125,0.022000000000000002,0.192,0.08800000000000001,0.184,0.439,0.259,0.83,0.258,0.583,0.16,-6.0,-0.111,-13.7,0.29,0.71,0.37,2010,San Diego Padres,No
23,0.296,79,0.282,0.104,0.017,0.198,0.077,0.19699999999999998,0.436,0.26,0.81,0.243,0.586,0.171,-18.3,-0.027999999999999997,-183.2,0.24,0.78,0.36,2010,Seattle Mariners,No
24,0.329,97,0.293,0.151,0.026000000000000002,0.179,0.079,0.184,0.43700000000000006,0.28,0.81,0.265,0.5720000000000001,0.16399999999999998,-2.3,-0.054000000000000006,1.2,0.29,0.63,0.38,2010,San Francisco Giants,Yes
25,0.331,100,0.296,0.139,0.024,0.165,0.087,0.19699999999999998,0.449,0.262,0.85,0.242,0.5870000000000001,0.171,0.2,0.0,41.6,0.31,0.66,0.41,2010,St. Louis Cardinals,No
26,0.337,106,0.293,0.156,0.026000000000000002,0.20600000000000002,0.107,0.185,0.41200000000000003,0.304,0.73,0.29600000000000004,0.5479999999999999,0.156,7.4,0.059000000000000004,104.7,0.33,0.79,0.45,2010,Tampa Bay Rays,Yes
27,0.342,98,0.307,0.143,0.026000000000000002,0.157,0.081,0.18100000000000002,0.446,0.284,0.84,0.23600000000000002,0.59,0.174,3.1,0.025,47.4,0.31,0.72,0.42,2010,Texas Rangers,Yes
28,0.341,103,0.269,0.206,0.042,0.192,0.078,0.183,0.39399999999999996,0.313,0.66,0.287,0.574,0.138,2.4,0.005,36.3,0.3,0.74,0.36,2010,Toronto Blue Jays,No
29,0.322,90,0.294,0.14,0.024,0.2,0.083,0.187,0.45399999999999996,0.262,0.89,0.258,0.5660000000000001,0.17600000000000002,-5.6,-0.004,-43.4,0.28,0.73,0.36,2010,Washington Nationals,No
0,0.33,96,0.294,0.163,0.027999999999999997,0.205,0.087,0.18100000000000002,0.406,0.306,0.71,0.28,0.552,0.168,7.4,0.055,64.4,0.31,0.71,0.43,2011,Arizona Diamondbacks,Yes
1,0.316,88,0.284,0.144,0.027999999999999997,0.204,0.08199999999999999,0.149,0.44799999999999995,0.293,0.86,0.313,0.516,0.171,-3.4,-0.059000000000000004,-30.1,0.27,0.64,0.46,2011,Atlanta Braves,No
2,0.326,96,0.288,0.156,0.031,0.182,0.073,0.172,0.43799999999999994,0.306,0.8,0.28,0.546,0.17300000000000001,-2.3,-0.018000000000000002,-25.5,0.29,0.76,0.42,2011,Baltimore Orioles,No
3,0.358,116,0.314,0.181,0.032,0.17300000000000001,0.09,0.18,0.43200000000000005,0.31,0.77,0.29100000000000004,0.54,0.168,5.8,0.04,137.2,0.33,0.71,0.39,2011,Boston Red Sox,No
4,0.326,94,0.301,0.144,0.024,0.196,0.069,0.20199999999999999,0.43799999999999994,0.264,0.82,0.285,0.5479999999999999,0.16699999999999998,0.5,0.003,-12.0,0.28,0.75,0.35,2011,Chicago Cubs,No
5,0.317,87,0.28,0.136,0.025,0.161,0.077,0.188,0.426,0.273,0.78,0.302,0.528,0.171,-10.1,-0.051,-92.7,0.27,0.6,0.37,2011,Chicago White Sox,No
6,0.334,99,0.297,0.152,0.028999999999999998,0.198,0.085,0.195,0.433,0.273,0.8,0.26899999999999996,0.562,0.16899999999999998,4.0,0.012,53.8,0.29,0.66,0.42,2011,Cincinnati Reds,No
7,0.318,99,0.297,0.146,0.025,0.207,0.08,0.188,0.44799999999999995,0.27699999999999997,0.83,0.27899999999999997,0.58,0.141,-1.8,-0.042,2.0,0.3,0.68,0.41,2011,Cleveland Indians,No
8,0.336,87,0.3,0.152,0.026000000000000002,0.191,0.08800000000000001,0.193,0.435,0.267,0.82,0.26,0.5670000000000001,0.17300000000000001,-3.9,-0.011000000000000001,12.5,0.3,0.74,0.44,2011,Colorado Rockies,No
9,0.344,110,0.318,0.157,0.027000000000000003,0.183,0.084,0.198,0.40700000000000003,0.302,0.71,0.28600000000000003,0.534,0.18,7.0,0.037000000000000005,71.0,0.31,0.71,0.36,2011,Detroit Tigers,Yes
10,0.321,91,0.291,0.142,0.024,0.2,0.087,0.20199999999999999,0.43,0.257,0.8,0.271,0.56,0.16899999999999998,-5.4,-0.005,-51.2,0.26,0.7,0.4,2011,Florida Marlins,No
11,0.313,87,0.308,0.116,0.015,0.18899999999999997,0.065,0.2,0.445,0.253,0.85,0.26899999999999996,0.562,0.16899999999999998,-8.5,0.001,-45.1,0.29,0.78,0.34,2011,Houston Astros,No
12,0.334,104,0.311,0.14,0.021,0.161,0.071,0.179,0.447,0.27699999999999997,0.84,0.254,0.579,0.16699999999999998,-3.5,-0.013999999999999999,7.7,0.31,0.73,0.38,2011,Kansas City Royals,No
13,0.322,103,0.288,0.149,0.026000000000000002,0.17800000000000002,0.073,0.157,0.434,0.294,0.81,0.273,0.57,0.158,-3.2,-0.038,-24.6,0.29,0.72,0.48,2011,Los Angeles Angels of Anaheim,No
14,0.317,93,0.299,0.118,0.019,0.17800000000000002,0.08199999999999999,0.18,0.43799999999999994,0.28,0.83,0.239,0.574,0.187,-2.6,-0.015,1.1,0.29,0.76,0.43,2011,Los Angeles Dodgers,No
15,0.338,102,0.293,0.164,0.03,0.177,0.079,0.187,0.447,0.265,0.85,0.28600000000000003,0.541,0.17300000000000001,10.2,0.08199999999999999,57.0,0.3,0.75,0.41,2011,Milwaukee Brewers,Yes
16,0.304,83,0.288,0.113,0.017,0.174,0.073,0.155,0.47700000000000004,0.266,0.95,0.263,0.5660000000000001,0.171,-8.8,-0.024,-90.9,0.29,0.7,0.44,2011,Minnesota Twins,No
17,0.332,103,0.307,0.127,0.017,0.171,0.09,0.193,0.423,0.29,0.76,0.27399999999999997,0.556,0.171,6.1,0.009000000000000001,60.9,0.3,0.79,0.39,2011,New York Mets,No
18,0.352,110,0.292,0.181,0.035,0.18100000000000002,0.099,0.177,0.456,0.276,0.87,0.312,0.524,0.16399999999999998,5.1,0.037000000000000005,130.2,0.33,0.76,0.38,2011,New York Yankees,Yes
19,0.311,88,0.283,0.125,0.019,0.179,0.083,0.198,0.409,0.29,0.71,0.285,0.537,0.179,-11.6,-0.055999999999999994,-68.2,0.3,0.73,0.38,2011,Oakland Athletics,No
20,0.329,96,0.283,0.142,0.024,0.163,0.086,0.185,0.44299999999999995,0.28,0.82,0.306,0.526,0.168,2.2,0.003,46.6,0.3,0.8,0.42,2011,Philadelphia Phillies,Yes
21,0.309,89,0.301,0.123,0.018000000000000002,0.21600000000000003,0.081,0.18100000000000002,0.44299999999999995,0.292,0.84,0.281,0.5529999999999999,0.16699999999999998,-3.0,-0.026000000000000002,-43.4,0.29,0.68,0.38,2011,Pittsburgh Pirates,No
22,0.302,84,0.294,0.112,0.015,0.217,0.083,0.17,0.457,0.282,0.88,0.262,0.564,0.174,-13.0,-0.035,-54.1,0.29,0.79,0.43,2011,San Diego Padres,No
23,0.292,83,0.283,0.115,0.018000000000000002,0.214,0.073,0.18,0.452,0.273,0.85,0.266,0.5589999999999999,0.175,-12.6,-0.051,-127.0,0.27,0.76,0.41,2011,Seattle Mariners,No
24,0.305,91,0.281,0.126,0.02,0.184,0.07400000000000001,0.16699999999999998,0.446,0.27399999999999997,0.85,0.28600000000000003,0.5479999999999999,0.166,-5.5,-0.064,-76.2,0.26,0.63,0.41,2011,San Francisco Giants,No
25,0.342,112,0.305,0.151,0.026000000000000002,0.157,0.087,0.196,0.466,0.251,0.92,0.254,0.561,0.185,14.8,0.134,104.9,0.3,0.59,0.43,2011,St. Louis Cardinals,Yes
26,0.328,107,0.281,0.159,0.027999999999999997,0.19399999999999998,0.09300000000000001,0.17300000000000001,0.429,0.298,0.78,0.299,0.542,0.159,3.7,0.044000000000000004,10.8,0.3,0.71,0.43,2011,Tampa Bay Rays,Yes
27,0.358,112,0.304,0.177,0.034,0.149,0.076,0.184,0.447,0.28800000000000003,0.84,0.257,0.569,0.174,8.2,0.07400000000000001,120.7,0.34,0.76,0.44,2011,Texas Rangers,Yes
28,0.328,96,0.283,0.164,0.03,0.191,0.085,0.17600000000000002,0.41100000000000003,0.293,0.72,0.315,0.529,0.156,0.7,-0.012,1.9,0.31,0.72,0.43,2011,Toronto Blue Jays,No
29,0.316,88,0.292,0.14,0.025,0.217,0.077,0.177,0.45299999999999996,0.265,0.88,0.267,0.5429999999999999,0.18899999999999997,-5.3,-0.02,-40.0,0.27,0.74,0.4,2011,Washington Nationals,No
0,0.331,97,0.307,0.159,0.027000000000000003,0.20600000000000002,0.08800000000000001,0.198,0.41600000000000004,0.29600000000000004,0.74,0.271,0.557,0.17300000000000001,1.1,-0.01,43.3,0.31,0.65,0.41,2012,Arizona Diamondbacks,No
1,0.32,88,0.296,0.142,0.024,0.21,0.09300000000000001,0.187,0.447,0.27699999999999997,0.85,0.278,0.536,0.18600000000000003,2.3,0.015,10.6,0.3,0.76,0.43,2012,Atlanta Braves,Yes
2,0.321,95,0.286,0.17,0.035,0.214,0.078,0.17600000000000002,0.442,0.28800000000000003,0.82,0.302,0.532,0.166,0.1,-0.001,-20.1,0.29,0.67,0.39,2012,Baltimore Orioles,Yes
3,0.324,94,0.301,0.155,0.027000000000000003,0.19399999999999998,0.069,0.185,0.425,0.303,0.76,0.275,0.5479999999999999,0.17600000000000002,-2.1,0.001,3.4,0.32,0.76,0.42,2012,Boston Red Sox,No
4,0.31,83,0.286,0.138,0.023,0.207,0.075,0.198,0.45,0.268,0.85,0.278,0.546,0.17600000000000002,-9.9,-0.013999999999999999,-71.1,0.29,0.68,0.44,2012,Chicago Cubs,No
5,0.329,98,0.289,0.167,0.035,0.19699999999999998,0.075,0.203,0.42100000000000004,0.276,0.75,0.292,0.522,0.18600000000000003,0.3,-0.022000000000000002,23.9,0.3,0.72,0.39,2012,Chicago White Sox,No
6,0.326,91,0.296,0.159,0.027999999999999997,0.207,0.079,0.193,0.42100000000000004,0.28300000000000003,0.77,0.263,0.568,0.16899999999999998,4.0,0.05,-23.7,0.28,0.76,0.42,2012,Cincinnati Reds,Yes
7,0.318,101,0.288,0.131,0.022000000000000002,0.17600000000000002,0.09,0.195,0.465,0.258,0.89,0.297,0.547,0.157,-2.6,0.009000000000000001,-28.1,0.28,0.71,0.36,2012,Cleveland Indians,No
8,0.341,92,0.321,0.163,0.027000000000000003,0.196,0.073,0.207,0.45399999999999996,0.251,0.88,0.265,0.568,0.16699999999999998,-0.7,0.006999999999999999,22.8,0.32,0.71,0.45,2012,Colorado Rockies,No
9,0.334,102,0.307,0.154,0.027000000000000003,0.18,0.084,0.19,0.44299999999999995,0.293,0.82,0.253,0.5579999999999999,0.18899999999999997,2.4,0.024,8.5,0.3,0.72,0.38,2012,Detroit Tigers,Yes
10,0.307,81,0.288,0.135,0.024,0.22699999999999998,0.077,0.184,0.45,0.26899999999999996,0.86,0.281,0.551,0.168,-13.6,-0.016,-104.3,0.26,0.7,0.39,2012,Houston Astros,No
11,0.318,91,0.302,0.135,0.021,0.168,0.066,0.185,0.457,0.267,0.87,0.261,0.5660000000000001,0.17300000000000001,-8.4,-0.024,-48.4,0.3,0.78,0.4,2012,Kansas City Royals,No
12,0.341,116,0.311,0.159,0.031,0.182,0.073,0.17,0.466,0.268,0.92,0.287,0.535,0.179,8.9,0.064,84.7,0.31,0.8,0.49,2012,Los Angeles Angels of Anaheim,No
13,0.312,89,0.298,0.122,0.019,0.19,0.079,0.19399999999999998,0.45,0.25,0.87,0.254,0.562,0.184,-3.2,-0.048,-32.0,0.29,0.7,0.39,2012,Los Angeles Dodgers,No
14,0.311,81,0.289,0.138,0.023,0.203,0.08,0.191,0.43700000000000006,0.272,0.82,0.26899999999999996,0.557,0.174,-7.8,-0.021,-84.6,0.27,0.78,0.4,2012,Miami Marlins,No
15,0.342,101,0.299,0.177,0.032,0.19899999999999998,0.075,0.17800000000000002,0.435,0.275,0.82,0.26,0.5579999999999999,0.182,6.6,-0.002,71.5,0.32,0.8,0.38,2012,Milwaukee Brewers,No
16,0.323,99,0.298,0.13,0.021,0.172,0.081,0.168,0.483,0.258,0.98,0.263,0.565,0.172,-4.3,-0.009000000000000001,-12.5,0.3,0.78,0.4,2012,Minnesota Twins,No
17,0.316,93,0.298,0.137,0.023,0.205,0.083,0.193,0.445,0.272,0.84,0.261,0.564,0.17600000000000002,-1.0,0.035,-19.3,0.29,0.68,0.42,2012,New York Mets,No
18,0.349,113,0.293,0.188,0.039,0.18899999999999997,0.091,0.188,0.45399999999999996,0.271,0.85,0.29,0.545,0.165,8.6,0.095,83.8,0.3,0.78,0.37,2012,New York Yankees,Yes
19,0.319,99,0.281,0.166,0.032,0.22399999999999998,0.08900000000000001,0.193,0.39299999999999996,0.304,0.66,0.289,0.547,0.16399999999999998,1.1,0.066,12.4,0.3,0.79,0.43,2012,Oakland Athletics,Yes
20,0.323,89,0.29,0.144,0.026000000000000002,0.177,0.07400000000000001,0.18,0.465,0.256,0.92,0.307,0.524,0.17,-0.6,-0.016,-9.0,0.29,0.83,0.4,2012,Philadelphia Phillies,No
21,0.313,93,0.291,0.152,0.027999999999999997,0.225,0.07400000000000001,0.16899999999999998,0.445,0.28800000000000003,0.84,0.272,0.5539999999999999,0.174,-2.5,0.006999999999999999,-19.8,0.29,0.58,0.42,2012,Pittsburgh Pirates,No
22,0.319,99,0.297,0.133,0.02,0.203,0.08800000000000001,0.18,0.47100000000000003,0.257,0.95,0.258,0.568,0.174,-0.3,-0.019,-2.7,0.29,0.77,0.43,2012,San Diego Padres,No
23,0.3,90,0.276,0.135,0.025,0.20800000000000002,0.077,0.2,0.424,0.265,0.76,0.27899999999999997,0.547,0.174,-10.6,-0.025,-76.0,0.28,0.75,0.38,2012,Seattle Mariners,No
24,0.326,107,0.315,0.128,0.017,0.177,0.078,0.2,0.457,0.252,0.88,0.266,0.541,0.193,9.1,0.055999999999999994,75.2,0.32,0.75,0.36,2012,San Francisco Giants,Yes
25,0.34,108,0.316,0.15,0.025,0.188,0.084,0.205,0.467,0.24600000000000002,0.92,0.25,0.563,0.18600000000000003,4.4,0.026000000000000002,78.2,0.31,0.71,0.41,2012,St. Louis Cardinals,Yes
26,0.318,99,0.284,0.155,0.028999999999999998,0.217,0.094,0.17300000000000001,0.423,0.294,0.76,0.317,0.5479999999999999,0.135,-5.0,-0.064,-4.3,0.29,0.75,0.4,2012,Tampa Bay Rays,No
27,0.344,105,0.306,0.173,0.032,0.177,0.077,0.187,0.44299999999999995,0.289,0.82,0.259,0.5489999999999999,0.191,3.1,0.036000000000000004,81.5,0.32,0.67,0.4,2012,Texas Rangers,Yes
28,0.32,93,0.281,0.161,0.033,0.205,0.078,0.184,0.435,0.28,0.79,0.282,0.5479999999999999,0.17,-4.5,0.001,-9.1,0.3,0.75,0.46,2012,Toronto Blue Jays,No
29,0.335,101,0.308,0.166,0.031,0.213,0.077,0.19399999999999998,0.447,0.267,0.85,0.273,0.542,0.18600000000000003,5.9,0.04,37.4,0.29,0.75,0.38,2012,Washington Nationals,Yes
0,0.321,94,0.301,0.133,0.021,0.18,0.08199999999999999,0.239,0.466,0.215,0.9,0.239,0.5770000000000001,0.184,0.5,0.006,18.5,0.29,0.6,0.38,2013,Arizona Diamondbacks,No
1,0.328,100,0.3,0.153,0.03,0.226,0.08800000000000001,0.226,0.42700000000000005,0.24,0.78,0.294,0.527,0.179,5.6,0.038,47.7,0.28,0.67,0.38,2013,Atlanta Braves,Yes
2,0.33,100,0.288,0.171,0.035,0.183,0.068,0.215,0.439,0.255,0.8,0.301,0.529,0.17,7.8,0.038,39.7,0.31,0.73,0.37,2013,Baltimore Orioles,No
3,0.355,117,0.329,0.169,0.027999999999999997,0.205,0.091,0.22899999999999998,0.42200000000000004,0.26899999999999996,0.75,0.278,0.545,0.177,11.1,0.07,153.5,0.32,0.87,0.39,2013,Boston Red Sox,Yes
4,0.315,89,0.275,0.154,0.027999999999999997,0.20199999999999999,0.07200000000000001,0.225,0.43700000000000006,0.245,0.8,0.302,0.525,0.17300000000000001,-7.4,-0.01,-53.1,0.26,0.66,0.43,2013,Chicago Cubs,No
5,0.305,81,0.291,0.129,0.024,0.19899999999999998,0.068,0.228,0.426,0.262,0.76,0.281,0.537,0.182,-15.6,-0.038,-119.9,0.26,0.71,0.36,2013,Chicago White Sox,No
6,0.326,98,0.293,0.142,0.025,0.198,0.09300000000000001,0.254,0.44799999999999995,0.205,0.86,0.257,0.561,0.182,0.7,0.01,45.6,0.29,0.66,0.4,2013,Cincinnati Reds,Yes
7,0.332,109,0.3,0.155,0.027999999999999997,0.20800000000000002,0.091,0.23199999999999998,0.431,0.253,0.78,0.312,0.5329999999999999,0.155,7.6,0.068,71.9,0.31,0.76,0.4,2013,Cleveland Indians,Yes
8,0.334,89,0.317,0.149,0.026000000000000002,0.196,0.069,0.264,0.449,0.205,0.85,0.237,0.578,0.185,-1.5,-0.013999999999999999,14.3,0.3,0.78,0.44,2013,Colorado Rockies,No
9,0.348,114,0.32,0.151,0.027999999999999997,0.168,0.083,0.23800000000000002,0.43799999999999994,0.25,0.8,0.27399999999999997,0.542,0.184,3.8,0.06,88.2,0.3,0.64,0.33,2013,Detroit Tigers,Yes
10,0.303,85,0.304,0.136,0.025,0.255,0.071,0.223,0.45799999999999996,0.235,0.88,0.278,0.537,0.185,-15.6,-0.013999999999999999,-90.0,0.28,0.64,0.38,2013,Houston Astros,No
11,0.315,87,0.3,0.119,0.018000000000000002,0.172,0.069,0.215,0.466,0.225,0.91,0.261,0.5670000000000001,0.172,-4.8,-0.032,-56.7,0.29,0.83,0.43,2013,Kansas City Royals,No
12,0.332,112,0.307,0.15,0.026000000000000002,0.195,0.084,0.23399999999999999,0.45299999999999996,0.233,0.86,0.26899999999999996,0.5479999999999999,0.183,2.2,-0.006999999999999999,51.9,0.3,0.71,0.43,2013,Los Angeles Angels of Anaheim,No
